VIN,Year,Model,Trim,Engine,Trans.,Drivetrain,Exterior_Color,Interior_Color,Interior,MSRP,Order_Number
2C3CDZL90PH100626,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Triple Nickel,Black / Demonic Red,170 Laguna Leather Seats,"$135,686 ",3690
2C3CDZL92PH100627,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,TorRed,Black,170 Alcantara Leather Seats,"$122,646 ",3691
2C3CDZL94PH100628,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Destroyer Gray,Black,170 Alcantara Leather Seats,"$136,631 ",3692
2C3CDZL96PH100629,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Destroyer Gray,Black,170 Alcantara Leather Seats,"$120,446 ",3693
2C3CDZL92PH100630,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black / Demonic Red,170 Laguna Leather Seats,"$146,531 ",3694
2C3CDZL94PH100631,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy,Black,170 Alcantara Leather Seats,"$129,041 ",3695
2C3CDZL96PH100632,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,F8 Green,Black,170 Alcantara Leather Seats,"$132,936 ",3696
2C3CDZL98PH100633,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Go Mango,Black,170 Alcantara Leather Seats,"$146,531 ",3697
2C3CDZL9XPH100634,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy,Black,170 Alcantara Leather Seats,"$144,231 ",3698
2C3CDZL91PH100635,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy,Black,170 Alcantara Leather Seats,"$130,936 ",3699
2C3CDZL93PH100636,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime,Black,170 Alcantara Leather Seats,"$146,531 ",3700
2C3CDZL95PH100637,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Destroyer Gray,Black / Demonic Red,170 Laguna Leather Seats,"$123,746 ",3701
2C3CDZL97PH100638,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,B5 Blue,Black,170 Cloth Seats,"$114,056 ",3702
2C3CDZL99PH100639,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy,Black,170 Alcantara Leather Seats,"$123,746 ",3703
2C3CDZL95PH100640,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Go Mango,Black,170 Alcantara Leather Seats,"$142,836 ",3704
2C3CDZL97PH100641,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,TorRed,Black / Demonic Red,170 Laguna Leather Seats,"$146,531 ",3705
2C3CDZL99PH100642,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Triple Nickel,Black / Demonic Red,170 Laguna Leather Seats,"$134,931 ",3706
2C3CDZL90PH100643,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black / Demonic Red,170 Laguna Leather Seats,"$136,536 ",3707
2C3CDZL92PH100644,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Go Mango,Black,170 Alcantara Leather Seats,"$120,346 ",3708
2C3CDZL94PH100645,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black / Demonic Red,170 Laguna Leather Seats,"$134,536 ",3709
2C3CDZL96PH100646,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black,170 Alcantara Leather Seats,"$121,346 ",3710
2C3CDZL98PH100647,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,White Knuckle,Black,170 Alcantara Leather Seats,"$136,536 ",3711
2C3CDZL9XPH100648,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,White Knuckle,Black / Demonic Red,170 Laguna Leather Seats,"$125,041 ",3712
2C3CDZL91PH100649,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,White Knuckle,Black,170 Alcantara Leather Seats,"$136,536 ",3713
2C3CDZL98PH100650,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime,Black,170 Cloth Seats,"$117,041 ",3714
2C3CDZL9XPH100651,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,F8 Green,Black,170 Alcantara Leather Seats,"$134,536 ",3715
2C3CDZL91PH100652,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy,Black,170 Alcantara Leather Seats,"$130,541 ",3716
2C3CDZL93PH100653,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,White Knuckle,Black,170 Alcantara Leather Seats,"$121,341 ",3717
2C3CDZL95PH100654,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,White Knuckle,Black,170 Alcantara Leather Seats,"$136,141 ",3718
2C3CDZL97PH100655,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Triple Nickel,Black,170 Alcantara Leather Seats,"$136,631 ",3719
2C3CDZL99PH100656,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy,Black / Demonic Red,170 Laguna Leather Seats,"$136,631 ",3720
2C3CDZL90PH100657,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,TorRed,Black,170 Alcantara Leather Seats,"$132,841 ",3721
2C3CDZL92PH100658,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Granite,Black,170 Alcantara Leather Seats,"$131,036 ",3722
2C3CDZL94PH100659,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Frostbite,Black / Demonic Red,170 Laguna Leather Seats,"$120,446 ",3723
2C3CDZL90PH100660,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Go Mango,Black,170 Alcantara Leather Seats,"$134,836 ",3724
2C3CDZL92PH100661,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,TorRed,Black / Demonic Red,170 Laguna Leather Seats,"$134,836 ",3725
2C3CDZL94PH100662,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black,170 Cloth Seats,"$128,141 ",3726
2C3CDZL96PH100663,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime,Black,170 Alcantara Leather Seats,"$121,341 ",3727
2C3CDZL98PH100664,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy,Black,170 Alcantara Leather Seats,"$133,636 ",3728
2C3CDZL9XPH100665,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime,Black,170 Alcantara Leather Seats,"$142,831 ",3729
2C3CDZL9XPH100665,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime,Black,170 Alcantara Leather Seats,"$142,831 ",3729
2C3CDZL93PH100667,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime,Black / Demonic Red,170 Laguna Leather Seats,"$130,346 ",3731
2C3CDZL95PH100668,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black,170 Cloth Seats,"$125,846 ",3732
2C3CDZL97PH100669,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,B5 Blue,Black,170 Alcantara Leather Seats,"$135,241 ",3733
2C3CDZL93PH100670,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy,Black,170 Cloth Seats,"$129,246 ",3734
2C3CDZL95PH100671,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy,Black / Demonic Red,170 Laguna Leather Seats,"$143,631 ",3735
2C3CDZL97PH100672,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black,170 Alcantara Leather Seats,"$118,351 ",3736
2C3CDZL99PH100673,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,TorRed,Black,170 Alcantara Leather Seats,"$135,541 ",3737
2C3CDZL90PH100674,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,B5 Blue,Black,170 Alcantara Leather Seats,"$131,941 ",3738
2C3CDZL92PH100675,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,White Knuckle,Black,170 Alcantara Leather Seats,"$132,841 ",3739
2C3CDZL94PH100676,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black / Demonic Red,170 Laguna Leather Seats,"$146,531 ",3740
2C3CDZL96PH100677,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Destroyer Gray,Black / Demonic Red,170 Laguna Leather Seats,"$134,536 ",3741
2C3CDZL98PH100678,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Go Mango,Black,170 Cloth Seats,"$125,846 ",3742
2C3CDZL9XPH100679,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,TorRed,Black,170 Alcantara Leather Seats,"$135,541 ",3743
2C3CDZL96PH100680,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Go Mango,Black,170 Cloth Seats,"$129,941 ",3744
2C3CDZL98PH100681,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime,Black,170 Alcantara Leather Seats,"$136,536 ",3745
2C3CDZL9XPH100682,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy,Black,170 Alcantara Leather Seats,"$136,631 ",3746
2C3CDZL91PH100683,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy,Black,170 Alcantara Leather Seats,"$136,236 ",3747
2C3CDZL93PH100684,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Triple Nickel,Black / Demonic Red,170 Laguna Leather Seats,"$136,631 ",3748
2C3CDZL95PH100685,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black,170 Alcantara Leather Seats,"$132,841 ",3749
2C3CDZL97PH100686,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,B5 Blue,Black,170 Alcantara Leather Seats,"$134,536 ",3750
2C3CDZL99PH100687,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,B5 Blue,Black / Demonic Red,170 Laguna Leather Seats,"$136,631 ",3751
2C3CDZL97PH100557,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,B5 Blue,Black / Demonic Red,170 Laguna Leather Seats,"$134,536 ",3621
2C3CDZL90PH100688,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black / Demonic Red,170 Laguna Leather Seats,"$131,341 ",3752
2C3CDZL92PH100689,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Destroyer Gray,Black / Demonic Red,170 Laguna Leather Seats,"$136,631 ",3753
2C3CDZL99PH100690,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime,Black / Demonic Red,170 Laguna Leather Seats,"$122,346 ",3754
2C3CDZL90PH100691,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Go Mango,Black,170 Alcantara Leather Seats,"$135,541 ",3755
2C3CDZL92PH100692,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black / Demonic Red,170 Laguna Leather Seats,"$133,841 ",3756
2C3CDZL94PH100693,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black,170 Alcantara Leather Seats,"$131,846 ",3757
2C3CDZL96PH100694,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Go Mango,Black,170 Alcantara Leather Seats,"$133,841 ",3758
2C3CDZL98PH100695,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,TorRed,Black,170 Alcantara Leather Seats,"$122,046 ",3759
2C3CDZL9XPH100696,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy,Black,170 Alcantara Leather Seats,"$121,746 ",3760
2C3CDZL91PH100697,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy,Black,170 Alcantara Leather Seats,"$134,236 ",3761
2C3CDZL93PH100698,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Destroyer Gray,Black / Demonic Red,170 Laguna Leather Seats,"$118,446 ",3762
2C3CDZL95PH100699,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Granite,Black,170 Alcantara Leather Seats,"$120,051 ",3763
2C3CDZL98PH100700,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Octane Red,Black / Demonic Red,170 Laguna Leather Seats,"$136,931 ",3764
2C3CDZL9XPH100701,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,White Knuckle,Black / Demonic Red,170 Laguna Leather Seats,"$136,141 ",3765
2C3CDZL91PH100702,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,B5 Blue,Black,170 Alcantara Leather Seats,"$122,046 ",3766
2C3CDZL93PH100703,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Triple Nickel,Black,170 Alcantara Leather Seats,"$146,626 ",3767
2C3CDZL95PH100704,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy,Black,170 Alcantara Leather Seats,"$146,626 ",3768
2C3CDZL97PH100705,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black,170 Alcantara Leather Seats,"$120,351 ",3769
2C3CDZL99PH100706,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,White Knuckle,Black / Demonic Red,170 Laguna Leather Seats,"$135,541 ",3770
2C3CDZL90PH100707,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime,Black / Demonic Red,170 Laguna Leather Seats,"$122,046 ",3771
2C3CDZL92PH100708,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,F8 Green,Black,170 Alcantara Leather Seats,"$136,236 ",3772
2C3CDZL94PH100709,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Go Mango,Black,170 Alcantara Leather Seats,"$125,041 ",3773
2C3CDZL90PH100710,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,White Knuckle,Black,170 Alcantara Leather Seats,"$119,956 ",3774
2C3CDZL92PH100711,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,B5 Blue,Black,170 Alcantara Leather Seats,"$146,626 ",3775
2C3CDZL94PH100712,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime,Black,170 Alcantara Leather Seats,"$133,841 ",3776
2C3CDZL96PH100713,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Octane Red,Black,170 Alcantara Leather Seats,"$136,931 ",3777
2C3CDZL98PH100714,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black,170 Alcantara Leather Seats,"$121,346 ",3778
2C3CDZL9XPH100715,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,B5 Blue,Black,170 Alcantara Leather Seats,"$136,236 ",3779
2C3CDZL91PH100716,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy,Black,170 Alcantara Leather Seats,"$131,546 ",3780
2C3CDZL93PH100717,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy,Black,170 Cloth Seats,"$116,736 ",3781
2C3CDZL95PH100718,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black / Demonic Red,170 Laguna Leather Seats,"$132,841 ",3782
2C3CDZL97PH100719,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime,Black / Demonic Red,170 Laguna Leather Seats,"$124,441 ",3783
2C3CDZL93PH100720,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime,Black,170 Alcantara Leather Seats,"$146,531 ",3784
2C3CDZL95PH100721,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Granite,Black / Demonic Red,170 Laguna Leather Seats,"$135,241 ",3785
2C3CDZL97PH100722,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Octane Red,Black,170 Alcantara Leather Seats,"$143,931 ",3786
2C3CDZL99PH100723,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,White Knuckle,Black / Demonic Red,170 Laguna Leather Seats,"$118,351 ",3787
2C3CDZL90PH100724,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime,Black,170 Alcantara Leather Seats,"$135,541 ",3788
2C3CDZL92PH100725,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Go Mango,Black,170 Alcantara Leather Seats,"$136,931 ",3789
2C3CDZL94PH100726,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy,Black,170 Alcantara Leather Seats,"$133,131 ",3790
2C3CDZL96PH100727,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime,Black,170 Alcantara Leather Seats,"$136,931 ",3791
2C3CDZL98PH100728,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Triple Nickel,Black,170 Alcantara Leather Seats,"$132,936 ",3792
2C3CDZL9XPH100729,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Destroyer Gray,Black / Demonic Red,170 Laguna Leather Seats,"$118,446 ",3793
2C3CDZL96PH100730,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Granite,Black,170 Alcantara Leather Seats,"$123,041 ",3794
2C3CDZL98PH100731,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime,Black / Demonic Red,170 Laguna Leather Seats,"$134,236 ",3795
2C3CDZL9XPH100732,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black,170 Alcantara Leather Seats,"$134,441 ",3796
2C3CDZL91PH100733,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black,170 Alcantara Leather Seats,"$132,841 ",3797
2C3CDZL93PH100734,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime,Black / Demonic Red,170 Laguna Leather Seats,"$146,926 ",3798
2C3CDZL95PH100735,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Go Mango,Black,170 Alcantara Leather Seats,"$141,836 ",3799
2C3CDZL97PH100736,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime,Black,170 Alcantara Leather Seats,"$146,926 ",3800
2C3CDZL99PH100737,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,White Knuckle,Black,170 Alcantara Leather Seats,"$136,536 ",3801
2C3CDZL90PH100738,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,TorRed,Black / Demonic Red,170 Laguna Leather Seats,"$132,841 ",3802
2C3CDZL92PH100739,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,TorRed,Black / Demonic Red,170 Laguna Leather Seats,"$120,351 ",3803
2C3CDZL99PH100740,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Destroyer Gray,Black / Demonic Red,170 Laguna Leather Seats,"$131,431 ",3804
2C3CDZL90PH100741,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Octane Red,Black,170 Alcantara Leather Seats,"$133,731 ",3805
2C3CDZL92PH100742,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Go Mango,Black,170 Alcantara Leather Seats,"$136,536 ",3806
2C3CDZL94PH100743,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,TorRed,Black,170 Alcantara Leather Seats,"$136,536 ",3807
2C3CDZL96PH100744,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Frostbite,Black,170 Alcantara Leather Seats,"$134,536 ",3808
2C3CDZL98PH100745,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime,Black,170 Alcantara Leather Seats,"$145,536 ",3809
2C3CDZL9XPH100746,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Destroyer Gray,Black / Demonic Red,170 Laguna Leather Seats,"$135,241 ",3810
2C3CDZL91PH100747,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Go Mango,Black / Demonic Red,170 Laguna Leather Seats,"$119,741 ",3811
2C3CDZL93PH100748,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Octane Red,Black,170 Alcantara Leather Seats,"$124,046 ",3812
2C3CDZL95PH100749,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black,170 Alcantara Leather Seats,"$119,346 ",3813
