vin,year,model,body,trim,engine,transmission,drivetrain,exterior_color,msrp,dealer,location,ordernum,json
1G6KE5RSXLU107875,2020,CT6,SEDAN,PREMIUM LUXURY,"3.6L V6, DI, VVT",A10,AWD,CRYSTAL WHITE TRICOAT,76905,ROHRICH CADILLAC,"PITTSBURGH, PA 15226-1596",XGDFW6,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KJ69', 'vin': '1G6KE5RSXLU107875', 'sitedealer_code': '20645', 'sell_source': '12', 'order_number': 'XGDFW6', 'creation_date': '12/10/2019', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'FE2', 'FHO', 'F46', 'F55', 'G1W', 'HD7', 'HMQ', 'HS1', 'IOT', 'I20', 'J56', 'KA1', 'KA6', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGX', 'MAH', 'MHS', 'NE1', 'NUB', 'NYS', 'N30', 'PYZ', 'QP1', 'RTJ', 'R9N', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VAV', 'VHM', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V8D', 'WML', 'XVR', 'YM8', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', '1SD', '1SZ', '4GP', '6HG', '7HG', '8HV', '9HV']}"
1G6KB5RS4LU107878,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,STELLAR BLACK METALLIC,60615,ED MORSE SAWGRASS/ FLEET,"SUNRISE, FL 33323-3202",XFJDKJ,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS4LU107878', 'sitedealer_code': '26223', 'sell_source': '12', 'order_number': 'XFJDKJ', 'creation_date': '2/12/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'B8V', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FE9', 'FHO', 'FLT', 'F46', 'GB8', 'HS1', 'H66', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'KY3', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NP5', 'NTB', 'PYZ', 'RJZ', 'RT9', 'R6F', 'R7B', 'R9N', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VHM', 'VN9', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'YT7', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4AA', '6HB', '7HB', '8HC', '9HC']}"
1G6KW5RJXLU107881,2020,CT6,SEDAN,V-SERIES,"4.2L BLACKWING TWIN TURBO V8, SIDI, DOHC, VVT",A10,AWD,BLACK RAVEN,97495,CADILLAC OF ARLINGTON,"ARLINGTON, TX 76011-8844",XDVQ7F,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KN69', 'vin': '1G6KW5RJXLU107881', 'sitedealer_code': '39002', 'sell_source': '12', 'order_number': 'XDVQ7F', 'creation_date': '2/13/2020', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'B6A', 'B86', 'CJ2', 'CWA', 'C3U', 'DEH', 'DNP', 'DRZ', 'D59', 'EF7', 'FE3', 'FE9', 'FHO', 'FTF', 'F46', 'F55', 'GBA', 'G80', 'HD7', 'HS1', 'H2X', 'IOT', 'I20', 'JBP', 'JE2', 'J6H', 'KA1', 'KA6', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LTA', 'MAH', 'MFI', 'MHW', 'NPP', 'NP5', 'NTB', 'NYS', 'PDH', 'PZ1', 'RTH', 'R7E', 'R8E', 'R9N', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UHX', 'UKC', 'UKJ', 'UKK', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'U2M', 'VAV', 'VHM', 'VK3', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V03', 'V8D', 'WML', 'W7X', 'XVR', 'YM8', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCH', '1SV', '1SZ', '4AA', '5EH', '6JB', '7JB', '8EH', '8HS', '9HS']}"
1G6KE5RS6LU107887,2020,CT6,SEDAN,PREMIUM LUXURY,"3.6L V6, DI, VVT",A10,AWD,CRYSTAL WHITE TRICOAT,77300,NAPLETON CADILLAC OF LIBERTYVILLE,"LIBERTYVILLE, IL 60048-3287",XGNK36,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KJ69', 'vin': '1G6KE5RS6LU107887', 'sitedealer_code': '20160', 'sell_source': '12', 'order_number': 'XGNK36', 'creation_date': '12/31/2019', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'F55', 'G1W', 'HD7', 'HMQ', 'HS1', 'IOT', 'I20', 'J56', 'KA1', 'KA6', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGX', 'MAH', 'MHS', 'NTB', 'NYS', 'N30', 'PDH', 'PYZ', 'QP1', 'RTJ', 'R8V', 'R9N', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VAV', 'VHM', 'VK3', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V8D', 'WML', 'XVR', 'YM8', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', '1SD', '1SZ', '4GP', '5RU', '6HG', '7HG', '8HV', '9HV']}"
1G6KB5RS5LU107890,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,RED HORIZON TINTCOAT,61490,"KING-O'ROURKE CADILLAC, INC.","SMITHTOWN, NY 11787-5023",XGJTN6,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS5LU107890', 'sitedealer_code': '23065', 'sell_source': '12', 'order_number': 'XGJTN6', 'creation_date': '12/12/2019', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FHO', 'F46', 'GPJ', 'HS1', 'H66', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NE1', 'NP5', 'NUB', 'PYZ', 'RJZ', 'RT9', 'R9N', 'SFE', 'SLM', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VAV', 'VHM', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'YM8', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4AA', '6HB', '7HB', '8HC', '9HC']}"
1G6KB5RS0LU107893,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,SHADOW METALLIC,60990,JIM RIEHL'S FRIENDLY CADILLAC,"CLINTON TOWNSHIP, MI 48038-6909",XFQQGD,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS0LU107893', 'sitedealer_code': '20018', 'sell_source': '12', 'order_number': 'XFQQGD', 'creation_date': '12/11/2019', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'GJI', 'HS1', 'H66', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NP5', 'NTB', 'PDH', 'PYZ', 'RJZ', 'RT9', 'R9N', 'SFE', 'SLM', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VAV', 'VHM', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'YM8', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4AA', '6HB', '7HB', '8HC', '9HC']}"
1G6KW5RJ1LU107896,2020,CT6,SEDAN,V-SERIES,"4.2L BLACKWING TWIN TURBO V8, SIDI, DOHC, VVT",A10,AWD,CRYSTAL WHITE TRICOAT,99135,SEWELL CADILLAC,"HOUSTON, TX 77079-1502",XFGM92,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KN69', 'vin': '1G6KW5RJ1LU107896', 'sitedealer_code': '01112', 'sell_source': '12', 'order_number': 'XFGM92', 'creation_date': '2/15/2020', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'B6A', 'B86', 'CJ2', 'CWA', 'C3U', 'DEH', 'DNP', 'DRZ', 'D59', 'EF7', 'FE3', 'FE9', 'FHO', 'FTF', 'F46', 'F55', 'G1W', 'G80', 'HD7', 'HS1', 'HTX', 'IOT', 'I20', 'JBP', 'JE2', 'J6H', 'KA1', 'KA6', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LTA', 'MAH', 'MFI', 'MHW', 'NPP', 'NP5', 'NTB', 'NYS', 'PDY', 'PZ1', 'RTH', 'R7E', 'R8E', 'R9N', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UHX', 'UKC', 'UKJ', 'UKK', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'U2M', 'VHM', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'VYW', 'V03', 'V8D', 'WML', 'W0A', 'W7X', 'XVR', 'YM8', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCH', '1SV', '1SZ', '4J1', '5EH', '5RU', '6JB', '7JB', '8EH', '8HS', '9HS']}"
1G6KB5RS1LU107899,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,STELLAR BLACK METALLIC,60615,ED MORSE SAWGRASS/ FLEET,"SUNRISE, FL 33323-3202",XFJDKB,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS1LU107899', 'sitedealer_code': '26223', 'sell_source': '12', 'order_number': 'XFJDKB', 'creation_date': '12/12/2019', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'B8X', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FE9', 'FHO', 'FLT', 'F46', 'GB8', 'HS1', 'H66', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'KY3', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NP5', 'NTB', 'PYZ', 'RJZ', 'RT9', 'R6F', 'R7B', 'R9N', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VHM', 'VN9', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'YT7', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4AA', '6HB', '7HB', '8HC', '9HC']}"
1G6KE5RS9LU107902,2020,CT6,SEDAN,PREMIUM LUXURY,"3.6L V6, DI, VVT",A10,AWD,MANHATTAN NOIR METALLIC,76420,CRESTMONT CADILLAC CORPORATION,"BEACHWOOD, OH 44122-4298",XGGKT3,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KJ69', 'vin': '1G6KE5RS9LU107902', 'sitedealer_code': '20257', 'sell_source': '12', 'order_number': 'XGGKT3', 'creation_date': '12/11/2019', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'F55', 'GCI', 'HD7', 'HMQ', 'HS1', 'IOT', 'I20', 'J56', 'KA1', 'KA6', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGX', 'MAH', 'MHS', 'NTB', 'NYS', 'N30', 'PDH', 'PYZ', 'QP1', 'RTJ', 'R7E', 'R9N', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VAV', 'VHM', 'VK3', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V8D', 'WML', 'XVR', 'YM8', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', '1SD', '1SZ', '4GP', '6HG', '7HG', '8HV', '9HV']}"
1G6KB5RS9LU107908,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,SATIN STEEL METALLIC,60615,CAVENDER CADILLAC COMPANY,"SAN ANTONIO, TX 78249",XGGX1J,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS9LU107908', 'sitedealer_code': '39349', 'sell_source': '12', 'order_number': 'XGGX1J', 'creation_date': '2/11/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'G9K', 'HS1', 'H66', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NP5', 'NTB', 'PYZ', 'RJZ', 'RT9', 'R9N', 'SLM', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VHM', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4AA', '6HB', '7HB', '8HC', '9HC']}"
1G6KE5RS5LU107914,2020,CT6,SEDAN,PREMIUM LUXURY,"3.6L V6, DI, VVT",A10,AWD,SATIN STEEL METALLIC,76405,"TAYLOR CADILLAC, INC.","TOLEDO, OH 43635-1750",XGHBD0,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KJ69', 'vin': '1G6KE5RS5LU107914', 'sitedealer_code': '20424', 'sell_source': '12', 'order_number': 'XGHBD0', 'creation_date': '2/11/2020', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'F55', 'G9K', 'HD7', 'HS1', 'HTX', 'IOT', 'I20', 'J56', 'KA1', 'KA6', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGX', 'MAH', 'MHS', 'NTB', 'NYS', 'N30', 'PDH', 'PYZ', 'QP1', 'RTJ', 'R9N', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VAV', 'VHM', 'VK3', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V8D', 'WML', 'XVR', 'YM8', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', '1SD', '1SZ', '4J1', '6HG', '7HG', '8HV', '9HV']}"
1G6KW5RJ5LU107917,2020,CT6,SEDAN,V-SERIES,"4.2L BLACKWING TWIN TURBO V8, SIDI, DOHC, VVT",A10,AWD,MANHATTAN NOIR METALLIC,98105,ELCO CADILLAC,"BALLWIN, MO 63022-3140",XFGSQK,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KN69', 'vin': '1G6KW5RJ5LU107917', 'sitedealer_code': '37406', 'sell_source': '12', 'order_number': 'XFGSQK', 'creation_date': '2/13/2020', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'B6A', 'B86', 'CJ2', 'CWA', 'C3U', 'DEH', 'DNP', 'DRZ', 'D59', 'EF7', 'FE3', 'FE9', 'FHO', 'FTF', 'F46', 'F55', 'GCI', 'G80', 'HD7', 'HS1', 'H2X', 'IOT', 'I20', 'JBP', 'JE2', 'J6H', 'KA1', 'KA6', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LTA', 'MAH', 'MFI', 'MHW', 'NPP', 'NP5', 'NTB', 'NYS', 'PDH', 'PZ1', 'RTH', 'R8E', 'R9N', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UHX', 'UKC', 'UKJ', 'UKK', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'U2M', 'VAV', 'VHM', 'VK3', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V03', 'V8D', 'WML', 'W7X', 'XVR', 'YM8', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCH', '1SV', '1SZ', '4AA', '5EH', '6JB', '7JB', '8EH', '8HS', '9HS']}"
1G6KB5RSXLU107920,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,STELLAR BLACK METALLIC,60615,ED MORSE SAWGRASS/ FLEET,"SUNRISE, FL 33323-3202",XFJC4K,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RSXLU107920', 'sitedealer_code': '26223', 'sell_source': '12', 'order_number': 'XFJC4K', 'creation_date': '2/11/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'B8R', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FHO', 'FLT', 'F46', 'GB8', 'HS1', 'H66', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'KY3', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NE1', 'NP5', 'NUB', 'PYZ', 'RJZ', 'RT9', 'R6F', 'R7B', 'R7N', 'R9N', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VHM', 'VK3', 'VN9', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'YT7', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4AA', '6HB', '7HB', '8HC', '9HC']}"
1G6KB5RS5LU107923,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,SHADOW METALLIC,60905,GOLD COAST CADILLAC,"OAKHURST, NJ 07755-7200",XFQK70,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS5LU107923', 'sitedealer_code': '23163', 'sell_source': '12', 'order_number': 'XFQK70', 'creation_date': '12/10/2019', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FHO', 'F46', 'GJI', 'HS1', 'H66', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NE1', 'NP5', 'NUB', 'PDH', 'PYZ', 'RJZ', 'RT9', 'R6M', 'R9N', 'SLM', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VAV', 'VHM', 'VK3', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'YM8', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4AA', '6HB', '7HB', '8HC', '9HC']}"
1G6KB5RS6LU107929,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,SATIN STEEL METALLIC,61385,LAFONTAINE CADILLAC,"HIGHLAND, MI 48357-4007",XFBKCH,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS6LU107929', 'sitedealer_code': '20015', 'sell_source': '12', 'order_number': 'XFBKCH', 'creation_date': '2/11/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'G9K', 'HS1', 'H66', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NP5', 'NTB', 'PDH', 'PDY', 'PYZ', 'RJZ', 'RT9', 'R6X', 'R7N', 'R9N', 'SLM', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VAV', 'VHM', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'VYW', 'V8D', 'WML', 'W0A', 'W2D', 'YM8', 'Y40', 'Y65', 'ZCD', 'ZR3', '1SB', '1SZ', '4AA', '6HB', '7HB', '8HC', '9HC']}"
1G6KW5RJ1LU107932,2020,CT6,SEDAN,V-SERIES,"4.2L BLACKWING TWIN TURBO V8, SIDI, DOHC, VVT",A10,AWD,RED HORIZON TINTCOAT,100800,COURTESY CADILLAC,"LOUISVILLE, KY 40299-1862",XDNSH2,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KN69', 'vin': '1G6KW5RJ1LU107932', 'sitedealer_code': '20862', 'sell_source': '12', 'order_number': 'XDNSH2', 'creation_date': '12/19/2019', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'B6A', 'B86', 'CJ2', 'CWA', 'C3U', 'DEH', 'DNP', 'DRZ', 'D59', 'EF7', 'FE3', 'FE9', 'FHO', 'FTF', 'F46', 'F55', 'GPJ', 'G80', 'HD7', 'HS1', 'H2X', 'IOT', 'I20', 'JBP', 'JE2', 'J6H', 'KA1', 'KA6', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LTA', 'MAH', 'MFI', 'MHW', 'NPP', 'NP5', 'NTB', 'NYS', 'PDH', 'PZ1', 'RTH', 'R8E', 'R9N', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UHX', 'UKC', 'UKJ', 'UKK', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'U2M', 'VAV', 'VHM', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V03', 'V8D', 'WML', 'W7X', 'XVR', 'YM8', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCH', '1SV', '1SZ', '4AA', '5EH', '5JO', '6JB', '7JB', '8EH', '8HS', '9HS']}"
1G6KE5RS2LU107935,2020,CT6,SEDAN,PREMIUM LUXURY,"3.6L V6, DI, VVT",A10,AWD,SHADOW METALLIC,76405,LOCKHART CADILLAC INC.,"FISHERS, IN 46038-2861",XGMDGB,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KJ69', 'vin': '1G6KE5RS2LU107935', 'sitedealer_code': '20833', 'sell_source': '12', 'order_number': 'XGMDGB', 'creation_date': '12/14/2019', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'F55', 'GJI', 'HD7', 'HMQ', 'HS1', 'IOT', 'I20', 'J56', 'KA1', 'KA6', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGX', 'MAH', 'MHS', 'NTB', 'NYS', 'N30', 'PDH', 'PYZ', 'QP1', 'RTJ', 'R9N', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VAV', 'VHM', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V8D', 'WML', 'XVR', 'YM8', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', '1SD', '1SZ', '4GP', '6HG', '7HG', '8HV', '9HV']}"
